"product_id","product_name","price","category_id","category_name","class","resistant","is_alergant","vitality_days","modify_date"
260,"Yogurt - Blueberry, 175 Gr",26.8886,7,Meat,Low,Durable,False,31,2017-08-13 16:55:38.420
261,Chinese Foods - Chicken,22.0901,9,Poultry,High,Durable,True,0,2017-08-14 10:12:42.010
262,Bagel - Plain,36.4605,7,Meat,Medium,Durable,Unknown,41,2017-04-19 07:59:57.570
263,Soupfoamcont12oz 112con,50.7497,7,Meat,Low,Weak,False,0,2018-03-20 00:16:31.820
264,Juice - V8 Splash,49.4497,3,Cereals,High,Durable,True,0,2017-06-02 19:59:14.110
265,"Mushroom - Porcini, Dry",13.9292,10,Snails,Medium,Weak,Unknown,7,2018-03-20 05:01:16.260
266,Clam Nectar,68.1097,7,Meat,High,Weak,Unknown,0,2017-05-19 23:03:59.730
267,Grapes - Red,5.1250,2,Shell fish,Medium,Unknown,True,0,2017-05-28 06:03:35.710
268,Vanilla Beans,97.8435,9,Poultry,Low,Durable,False,0,2017-01-25 07:58:22.340
269,Wine - Blue Nun Qualitatswein,26.7060,11,Produce,Medium,Durable,True,0,2018-03-10 14:14:07.360
270,Cheese Cloth No 100,4.4216,6,Seafood,Medium,Durable,Unknown,101,2018-04-17 23:10:53.140
271,Banana - Leaves,73.3954,5,Beverages,High,Unknown,True,0,2017-08-13 12:39:01.070
272,"Chocolate - Semi Sweet, Calets",68.1134,2,Shell fish,Low,Weak,True,13,2017-08-01 07:31:07.050
273,Bandage - Flexible Neon,77.5913,4,Dairy,Medium,Weak,Unknown,0,2018-03-21 17:22:29.260
274,Papayas,88.1192,2,Shell fish,Low,Weak,False,0,2018-01-03 21:48:36.440
275,Corn Meal,50.1460,1,Confections,Medium,Durable,True,88,2018-02-03 20:52:22.080
276,Snapple - Iced Tea Peach,49.2508,5,Beverages,High,Unknown,True,0,2017-02-20 02:02:31.300
277,Sea Bass - Whole,55.4964,9,Poultry,Medium,Durable,Unknown,118,2017-05-06 10:12:35.440
278,Apricots - Halves,0.3735,11,Produce,Medium,Weak,False,87,2017-11-09 08:22:26.040
279,Beef - Texas Style Burger,91.1828,1,Confections,Low,Durable,True,0,2017-09-14 03:43:07.710
280,Onion Powder,61.8352,5,Beverages,Medium,Durable,False,0,2018-01-26 10:28:47.910
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,Shell fish,High,Durable,True,0,2017-08-06 19:23:16.790
282,"Lemonade - Natural, 591 Ml",56.1506,10,Snails,Low,Durable,False,88,2017-12-16 20:00:51.740
283,Bread Fig And Almond,1.1882,4,Dairy,Low,Durable,False,0,2017-07-16 18:05:07.010
284,Beer - Rickards Red,93.4888,9,Poultry,Low,Weak,False,0,2017-03-13 06:30:05.770
285,Cheese - Mix,71.8302,7,Meat,Low,Unknown,Unknown,107,2017-03-03 23:49:59.470
286,Beef - Prime Rib Aaa,40.4897,2,Shell fish,Low,Durable,False,29,2017-03-29 05:18:14.030
287,Bread - Italian Roll With Herbs,57.7090,7,Meat,Medium,Durable,True,0,2017-10-16 23:41:07.520
288,"Orange - Canned, Mandarin",78.8405,11,Produce,Low,Durable,True,0,2017-10-07 08:00:25.480
289,Sword Pick Asst,43.5169,10,Snails,Low,Durable,False,0,2017-05-03 08:05:37.580
290,Sauce - Rosee,38.8037,1,Confections,Low,Unknown,True,110,2017-01-06 16:18:23.540
291,"Crab - Dungeness, Whole",1.2559,2,Shell fish,Medium,Unknown,False,0,2017-07-05 23:42:11.760
292,Turkey - Oven Roast Breast,34.5364,8,Grain,Low,Unknown,False,0,2017-11-13 02:37:18.580
293,Garlic - Elephant,60.9698,11,Produce,Medium,Durable,Unknown,0,2017-02-11 23:16:38.230
294,Wine - Alsace Gewurztraminer,80.7133,10,Snails,Low,Weak,Unknown,18,2018-02-28 03:09:58.080
295,"Ice - Clear, 300 Lb For Carving",48.7695,7,Meat,Low,Unknown,True,0,2018-02-07 06:44:47.630
296,Wine - Valpolicella Masi,31.3545,3,Cereals,Low,Weak,False,90,2018-05-07 21:44:03.870
297,Hinge W Undercut,81.9003,3,Cereals,Low,Durable,True,120,2017-07-07 13:28:22.110
298,Pop Shoppe Cream Soda,95.7387,4,Dairy,Medium,Unknown,False,0,2017-06-03 01:25:35.340
299,Fuji Apples,80.1371,4,Dairy,Medium,Unknown,False,0,2018-02-24 02:57:20.510
300,"Beans - Kidney, Canned",69.5694,5,Beverages,Medium,Unknown,True,0,2017-11-16 02:35:16.760
301,Beer - Labatt Blue,43.4120,8,Grain,Medium,Weak,Unknown,0,2017-07-16 01:29:22.930
302,"Doilies - 5, Paper",61.1598,11,Produce,Medium,Durable,Unknown,0,2017-02-18 00:07:29.280
303,Cod - Black Whole Fillet,72.6133,7,Meat,High,Unknown,False,0,2017-06-28 14:09:58.350
304,Banana Turning,72.1984,5,Beverages,High,Unknown,True,0,2017-06-27 18:42:41.030
305,Pastry - Cheese Baked Scones,91.0997,8,Grain,Medium,Weak,True,19,2018-02-10 13:16:12.950
306,"Pepper - White, Ground",43.5953,4,Dairy,Low,Durable,True,117,2018-04-08 20:08:51.780
307,Foam Cup 6 Oz,50.2256,1,Confections,High,Durable,Unknown,0,2017-11-16 17:48:50.780
308,Tea - Decaf Lipton,88.1209,6,Seafood,High,Durable,Unknown,0,2017-08-02 20:33:17.890
309,Muffin Batt - Choc Chk,27.6344,11,Produce,Medium,Durable,True,76,2018-03-09 19:56:36.310
310,Coffee - Dark Roast,79.9780,9,Poultry,Low,Weak,False,0,2018-01-14 19:33:15.530
311,Wonton Wrappers,40.2060,9,Poultry,High,Weak,Unknown,56,2017-12-29 02:11:49.650
312,Salmon - Sockeye Raw,84.0645,1,Confections,Low,Weak,True,54,2017-09-27 16:52:04.230
313,Veal - Slab Bacon,39.9111,11,Produce,High,Unknown,Unknown,116,2017-10-12 15:02:29.670
314,Salmon Steak - Cohoe 8 Oz,5.6015,2,Shell fish,Medium,Unknown,True,82,2017-07-23 12:09:48.290
315,Wine - Gato Negro Cabernet,93.8047,6,Seafood,Medium,Unknown,True,0,2017-01-07 21:32:21.630
316,Cheese - Victor Et Berthold,65.9395,11,Produce,High,Weak,False,94,2018-01-05 14:11:50.270
317,Water - Green Tea Refresher,35.2723,3,Cereals,Low,Weak,False,0,2018-02-10 13:54:50.560
318,Ecolab - Solid Fusion,57.2610,10,Snails,High,Unknown,Unknown,76,2018-01-07 17:46:26.050
319,Towels - Paper / Kraft,77.6195,7,Meat,High,Unknown,Unknown,0,2017-04-01 20:09:14.640
320,Yogurt - French Vanilla,73.4396,9,Poultry,Low,Unknown,Unknown,0,2017-12-22 23:43:02.230
321,"Potatoes - Instant, Mashed",10.4007,1,Confections,Medium,Durable,Unknown,0,2017-12-10 23:22:52.220
322,Onions - Vidalia,26.2846,2,Shell fish,Medium,Unknown,Unknown,0,2017-12-28 22:03:10.240
323,Extract - Lemon,54.3266,10,Snails,High,Weak,False,99,2018-01-31 23:52:44.760
324,Apricots - Dried,87.9023,10,Snails,Low,Durable,True,42,2018-03-04 21:55:43.810
325,Halibut - Fletches,3.1657,5,Beverages,Low,Unknown,True,87,2017-10-13 23:28:41.380
326,Appetizer - Mushroom Tart,38.8590,9,Poultry,High,Unknown,False,0,2018-02-07 10:01:42.490
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Shell fish,Medium,Unknown,False,0,2017-06-20 08:14:28.810
328,Tuna - Salad Premix,96.8781,6,Seafood,Medium,Durable,True,35,2017-01-22 14:12:31.170
329,"Pork - Loin, Center Cut",39.3496,6,Seafood,High,Weak,True,0,2018-04-05 15:03:48.810
330,Olives - Kalamata,18.7914,10,Snails,Medium,Unknown,False,0,2018-02-05 23:08:18.220
331,Cookies Cereal Nut,67.3505,3,Cereals,High,Durable,Unknown,80,2017-12-23 12:34:09.200
332,Bouq All Italian - Primerba,59.7578,5,Beverages,Low,Unknown,False,0,2018-04-12 08:47:00.100
333,Cheese - Cottage Cheese,20.2364,7,Meat,High,Weak,False,0,2018-01-23 05:25:05.530
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,Meat,High,Weak,True,0,2018-03-08 01:07:50.950
335,"Oil - Shortening,liqud, Fry",18.4231,9,Poultry,Low,Weak,Unknown,84,2017-07-14 08:59:24.970
336,Broom - Corn,71.9241,2,Shell fish,Low,Durable,True,0,2017-06-19 19:15:47.500
337,Bread - Rye,83.5373,3,Cereals,Low,Durable,True,0,2017-06-21 05:50:53.390
338,Cheese - Camembert,28.9899,11,Produce,Low,Durable,Unknown,0,2017-01-19 23:22:25.970
339,Beef - Striploin Aa,2.3890,2,Shell fish,Medium,Weak,Unknown,0,2017-06-09 17:13:52.820
340,Veal - Sweetbread,28.2349,3,Cereals,High,Durable,True,0,2017-04-04 03:41:07.690
341,"Bread - Roll, Canadian Dinner",90.2641,1,Confections,Low,Weak,True,0,2017-09-19 11:29:23.250
342,Mangoes,69.5881,1,Confections,Medium,Unknown,False,51,2017-03-17 03:07:49.620
343,Otomegusa Dashi Konbu,51.2061,1,Confections,High,Durable,False,0,2017-12-07 12:03:49.170
344,Sausage - Liver,63.5389,2,Shell fish,Low,Unknown,False,114,2017-08-26 12:32:22.060
345,Bread - Calabrese Baguette,98.5978,4,Dairy,Medium,Durable,False,67,2017-05-18 14:06:33.900
346,Cheese - Parmesan Grated,17.1914,1,Confections,Low,Unknown,True,0,2018-02-15 06:50:07.540
347,Pail For Lid 1537,94.6253,8,Grain,Low,Unknown,True,0,2017-02-01 11:34:48.910
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Snails,Low,Durable,True,54,2017-11-29 11:06:49.950
349,Puree - Mocha,86.9086,4,Dairy,Medium,Unknown,True,0,2018-02-21 05:37:36.440
350,Isomalt,82.8300,8,Grain,Low,Unknown,True,0,2017-02-02 16:32:57.360
351,Hot Chocolate - Individual,96.0823,1,Confections,High,Durable,Unknown,0,2017-03-28 07:49:13.300
352,"Beef - Tenderlion, Center Cut",24.6393,4,Dairy,Low,Unknown,False,5,2017-11-06 19:41:56.060
353,Milk Powder,18.1191,8,Grain,Medium,Weak,True,80,2017-03-04 05:16:20.700
354,Crackers Cheez It,6.6975,7,Meat,Medium,Unknown,False,0,2017-03-05 03:14:18.270
355,Olives - Stuffed,59.1687,5,Beverages,Low,Durable,False,12,2018-04-15 03:12:24.540
356,Dc - Frozen Momji,17.1274,6,Seafood,High,Durable,Unknown,0,2017-11-25 03:26:12.700
357,Tilapia - Fillets,6.8332,2,Shell fish,Medium,Durable,False,0,2017-05-27 00:14:44.530
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Poultry,Medium,Unknown,True,0,2017-09-02 16:14:14.540
359,Rice - Long Grain,69.0327,11,Produce,High,Durable,True,96,2018-01-21 19:13:59.660
360,Wine - Hardys Bankside Shiraz,52.2407,10,Snails,Medium,Durable,True,89,2017-01-04 03:14:30.460
361,Coffee Decaf Colombian,36.4516,2,Shell fish,Medium,Weak,True,71,2017-10-20 11:54:22.960
362,Cumin - Whole,53.3476,7,Meat,Medium,Durable,Unknown,0,2017-10-26 03:36:19.600
363,Cornflakes,48.7712,11,Produce,High,Unknown,True,0,2017-09-06 05:29:29.090
364,Cattail Hearts,8.8429,1,Confections,High,Unknown,Unknown,0,2017-02-01 20:48:18.090
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Meat,Medium,Weak,True,95,2017-01-23 06:59:06.330
366,Tahini Paste,80.4483,4,Dairy,High,Unknown,False,0,2018-01-25 17:24:49.550
367,Bread - Italian Corn Meal Poly,63.8281,5,Beverages,Medium,Unknown,True,65,2018-01-12 11:26:58.700
368,Flour - Teff,18.2978,4,Dairy,Low,Unknown,False,0,2017-12-14 13:54:38.720
369,Rambutan,87.1785,5,Beverages,Medium,Unknown,True,10,2017-01-10 03:10:23.310
370,Muffin - Carrot Individual Wrap,21.8806,4,Dairy,Low,Weak,True,0,2017-11-28 02:16:34.130
371,Creme De Banane - Marie,82.4022,8,Grain,High,Durable,Unknown,0,2017-07-18 08:20:56.880
372,Wine - Two Oceans Cabernet,6.2824,3,Cereals,Low,Unknown,True,0,2018-01-22 14:32:24.580
373,Beef - Montreal Smoked Brisket,54.8719,9,Poultry,Medium,Durable,False,0,2017-08-01 00:32:33.220
374,Jagermeister,49.3846,5,Beverages,Low,Durable,False,0,2018-05-07 16:28:06.950
375,Snapple Lemon Tea,83.1755,8,Grain,High,Unknown,True,80,2017-04-05 12:13:38.970
376,Pasta - Angel Hair,40.8126,11,Produce,High,Durable,True,51,2017-09-26 20:15:02.590
377,"Wine - Red, Cooking",75.0785,1,Confections,Medium,Durable,False,7,2017-01-22 09:59:21.060
378,Bread Foccacia Whole,90.7877,9,Poultry,High,Durable,False,0,2017-06-08 11:20:22.690
379,Smoked Paprika,89.3046,7,Meat,High,Unknown,False,81,2017-10-18 07:49:09.900
380,Wine - White Cab Sauv.on,85.9743,4,Dairy,High,Unknown,True,0,2018-01-05 16:38:33.840
381,Vaccum Bag 10x13,44.2337,1,Confections,High,Unknown,Unknown,41,2018-01-06 22:26:53.580
382,Soup - Campbells Bean Medley,51.7754,4,Dairy,Medium,Weak,Unknown,0,2017-11-28 21:07:38.870
383,Cake - Box Window 10x10x2.5,9.9694,2,Shell fish,High,Weak,Unknown,0,2017-04-10 08:34:54.730
384,Fond - Neutral,56.5197,10,Snails,High,Unknown,True,105,2018-03-03 22:30:51.450
385,"Pork - Back, Short Cut, Boneless",22.7091,10,Snails,High,Durable,False,97,2017-11-11 15:19:04.910
386,Sprouts - Baby Pea Tendrils,42.7112,10,Snails,Medium,Weak,False,0,2017-02-16 16:52:13.130
387,Fondant - Icing,41.6386,9,Poultry,High,Durable,False,100,2018-02-09 03:30:39.400
388,Table Cloth 120 Round White,13.5389,1,Confections,Medium,Durable,True,0,2017-11-21 02:10:47.260
389,Pomello,62.4447,3,Cereals,Medium,Unknown,Unknown,103,2018-04-01 21:55:26.420
390,"Seedlings - Mix, Organic",1.2956,3,Cereals,Low,Unknown,False,0,2017-12-27 05:33:12.280
391,Bread - Bistro White,65.0908,1,Confections,Medium,Unknown,True,72,2017-01-24 19:01:02.970
392,Puree - Passion Fruit,98.8263,5,Beverages,High,Unknown,True,33,2018-02-25 13:36:38.850
393,Olive - Spread Tapenade,59.9572,1,Confections,Low,Unknown,Unknown,0,2017-05-08 04:08:26.320
394,Rum - Mount Gay Eclipes,50.1484,3,Cereals,High,Durable,True,76,2017-06-06 13:59:22.350
395,Juice - Lime,91.7833,1,Confections,Low,Weak,True,0,2017-10-22 15:46:44.740
396,Tea - Jasmin Green,36.9165,6,Seafood,High,Durable,False,0,2018-04-03 07:53:03.650
397,Juice - Happy Planet,20.8169,1,Confections,Medium,Weak,False,70,2017-11-17 21:38:20.540
398,Wine - Wyndham Estate Bin 777,42.3632,11,Produce,High,Weak,True,67,2017-11-05 15:15:31.080
399,Berry Brulee,50.9114,6,Seafood,Medium,Unknown,True,0,2017-08-04 05:33:15.730
400,Carbonated Water - Blackcherry,18.1495,1,Confections,High,Durable,True,0,2017-08-30 20:41:44.350
401,"Tart Shells - Sweet, 4",53.3634,8,Grain,High,Unknown,Unknown,51,2017-02-03 19:23:08.840
402,Butter - Unsalted,76.3275,5,Beverages,High,Durable,Unknown,6,2017-06-27 21:40:10.190
403,Liners - Baking Cups,68.1898,5,Beverages,Medium,Unknown,Unknown,0,2017-11-20 07:56:26.630
404,Pants Custom Dry Clean,65.0280,1,Confections,Medium,Durable,False,0,2017-03-27 03:21:02.310
405,Pastry - Raisin Muffin - Mini,0.4278,11,Produce,Medium,Durable,True,0,2017-11-25 08:12:00.480
406,"Shrimp - Baby, Warm Water",89.7999,9,Poultry,High,Durable,False,0,2017-07-13 17:16:48.730
407,"Pepsi - Diet, 355 Ml",69.7674,7,Meat,High,Weak,False,0,2017-04-08 19:09:22.830
408,Blueberries,68.7346,4,Dairy,Low,Unknown,False,0,2017-03-06 12:48:13.750
409,Skirt - 29 Foot,23.5220,11,Produce,Medium,Durable,Unknown,0,2018-04-08 15:00:39.310
410,Fenngreek Seed,18.3560,6,Seafood,Low,Unknown,Unknown,91,2017-07-20 06:57:21.940
411,Durian Fruit,42.0489,6,Seafood,Low,Unknown,True,0,2017-11-03 17:26:51.640
412,Lettuce - California Mix,16.0456,5,Beverages,High,Weak,True,0,2018-04-27 12:54:21.840
413,Ice Cream Bar - Oreo Cone,95.4065,3,Cereals,High,Durable,False,5,2018-03-25 08:25:04.650
414,Sauerkraut,83.0585,7,Meat,Low,Durable,Unknown,87,2017-01-17 02:35:25.820
415,Mussels - Frozen,8.0069,10,Snails,High,Durable,False,0,2017-05-07 04:47:36.890
416,Baking Powder,84.6763,10,Snails,Low,Weak,True,0,2018-03-31 14:46:44.090
417,"Lamb - Pieces, Diced",43.3781,5,Beverages,Medium,Unknown,Unknown,12,2017-07-18 19:01:24.860
418,Truffle Cups - Brown,92.2516,2,Shell fish,Low,Unknown,True,0,2017-11-12 06:58:37.640
419,Pork - Belly Fresh,86.1338,3,Cereals,Low,Weak,True,8,2017-07-31 05:29:13.180
420,Whmis - Spray Bottle Trigger,69.9163,9,Poultry,High,Weak,True,0,2018-04-15 14:06:53.200
421,Soup V8 Roasted Red Pepper,38.8096,6,Seafood,High,Durable,False,0,2018-04-25 13:54:10.160
422,"Garlic - Primerba, Paste",50.2892,5,Beverages,High,Weak,Unknown,60,2017-02-22 09:16:11.430
423,"Fish - Scallops, Cold Smoked",55.8531,2,Shell fish,Medium,Unknown,Unknown,35,2018-01-21 15:59:12.310
424,Vinegar - Tarragon,85.8828,3,Cereals,Medium,Unknown,False,0,2017-05-23 21:37:11.040
425,Wine - Redchard Merritt,56.7898,4,Dairy,Medium,Weak,Unknown,0,2017-11-04 07:15:31.160
426,Scallops - Live In Shell,83.5759,3,Cereals,Low,Unknown,Unknown,0,2017-09-29 18:44:18.040
427,Wine - Vineland Estate Semi - Dry,46.3252,3,Cereals,High,Durable,False,0,2017-09-17 10:23:58.260
428,Wine - Ruffino Chianti,4.7235,7,Meat,Medium,Unknown,True,48,2017-02-25 10:33:10.870
429,Beef - Short Loin,57.6013,4,Dairy,High,Weak,False,0,2017-07-17 00:41:22.210
430,Milk - 1%,46.2589,2,Shell fish,Low,Durable,False,84,2017-05-12 04:20:35.330
431,Muffin Chocolate Individual Wrap,19.9957,10,Snails,Medium,Weak,False,89,2018-03-18 22:36:42.060
432,Beer - Original Organic Lager,32.7153,2,Shell fish,High,Unknown,False,44,2017-07-26 18:43:49.990
433,"Beans - Kidney, Red Dry",39.8762,3,Cereals,Low,Durable,False,11,2018-03-14 05:47:06.970
434,Cookie - Dough Variety,71.1551,7,Meat,Low,Weak,True,0,2017-02-18 11:07:25.550
435,"Salsify, Organic",32.6109,8,Grain,High,Durable,True,0,2017-12-02 21:15:24.990
436,Table Cloth 81x81 White,67.9063,7,Meat,High,Unknown,False,25,2017-07-13 00:46:43.380
437,Chips Potato All Dressed - 43g,83.5856,10,Snails,High,Durable,Unknown,0,2017-01-09 13:11:12.230
438,Juice - Orange,44.9415,2,Shell fish,Low,Durable,Unknown,0,2017-01-15 05:13:52.420
439,"Beef - Chuck, Boneless",56.0919,11,Produce,Medium,Unknown,False,108,2017-04-09 14:18:50.960
440,Pork - Inside,32.9092,1,Confections,Low,Unknown,Unknown,0,2017-05-01 22:02:16.170
441,Blackberries,72.9439,3,Cereals,Medium,Weak,Unknown,0,2018-03-19 21:42:50.300
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Seafood,Medium,Unknown,Unknown,106,2017-12-06 14:42:25.640
443,Lettuce - Spring Mix,90.0169,2,Shell fish,Low,Unknown,False,79,2017-12-22 11:10:07.960
444,Cheese - Cambozola,44.0886,8,Grain,Low,Durable,Unknown,56,2017-09-13 14:58:04.470
445,Pastry - Choclate Baked,59.2467,8,Grain,High,Weak,Unknown,76,2017-02-23 12:06:20.630
446,Sunflower Seed Raw,49.0452,7,Meat,High,Unknown,Unknown,18,2017-02-06 06:06:41.130
447,"Salmon - Atlantic, Skin On",3.4198,3,Cereals,High,Unknown,True,0,2018-04-12 05:11:34.210
448,Gatorade - Xfactor Berry,76.8988,5,Beverages,Low,Unknown,False,0,2017-04-22 01:33:00.490
449,Nantuket Peach Orange,42.1414,4,Dairy,Low,Unknown,False,0,2017-01-31 09:11:45.450
450,Wine - Vidal Icewine Magnotta,7.1070,3,Cereals,Low,Unknown,Unknown,0,2017-12-01 01:00:00.650
451,Soup - Campbells Tomato Ravioli,93.5384,1,Confections,Low,Durable,False,0,2017-09-16 12:51:38.780
452,Napkin White - Starched,28.5653,11,Produce,Low,Durable,Unknown,0,2017-01-06 14:39:42.890
